"Word","CEFR"
"data","B1"
"skill","B1"
"training","B1"
"management","B1"
"source","B1"
"various","B1"
"design","B1"
"reduce","B1"
"raise","B1"
"state","B1"
"achieve","B1"
"social","B1"
"return","B1"
"approach","B1"
"personal","B1"
"resource","B1"
"throughout","B1"
"identify","B1"
"benefit","B1"
"performance","B1"
"recent","B1"
"contact","B1"
"design","B1"
"relate","B1"
"knowledge","B1"
"industry","B1"
"final","B1"
"environment","B1"
"appropriate","B1"
"encourage","B1"
"article","B1"
"report","B1"
"series","B1"
"standard","B1"
"method","B1"
"simply","B1"
"form","B1"
"purpose","B1"
"individual","B1"
"subject","B1"
"click","B1"
"evidence","B1"
"discuss","B1"
"specific","B1"
"feature","B1"
"facility","B1"
"represent","B1"
"future","B1"
"exist","B1"
"introduce","B1"
"image","B1"
"option","B1"
"previous","B1"
"version","B1"
"century","B1"
"international","B1"
"basis","B1"
"risk","B1"
"review","B1"
"scheme","B1"
"aspect","B1"
"return","B1"
"nature","B1"
"operate","B1"
"third","B1"
"individual","B1"
"authority","B1"
"aim","B1"
"variety","B1"
"attend","B1"
"structure","B1"
"whilst","B1"
"via","B1"
"document","B1"
"concern","B1"
"effective","B1"
"reference","B1"
"future","B1"
"further","B1"
"regard","B1"
"fully","B1"
"recognise","B1"
"concern","B1"
"professional","B1"
"production","B1"
"finally","B1"
"refer","B1"
"remove","B1"
"responsibility","B1"
"force","B1"
"collection","B1"
"sector","B1"
"perform","B1"
"financial","B1"
"item","B1"
"determine","B1"
"clearly","B1"
"avoid","B1"
"responsible","B1"
"occur","B1"
"link","B1"
"element","B1"
"treatment","B1"
"direct","B1"
"gain","B1"
"aim","B1"
"result","B1"
"political","B1"
"understanding","B1"
"recommend","B1"
"function","B1"
"career","B1"
"region","B1"
"view","B1"
"introduction","B1"
"prevent","B1"
"annual","B1"
"title","B1"
"protect","B1"
"factor","B1"
"indicate","B1"
"intend","B1"
"traditional","B1"
"select","B1"
"safety","B1"
"legal","B1"
"extend","B1"
"feature","B1"
"welcome","B1"
"practical","B1"
"statement","B1"
"loss","B1"
"relation","B1"
"conference","B1"
"independent","B1"
"search","B1"
"rise","B1"
"movement","B1"
"culture","B1"
"experience","B1"
"public","B1"
"contribution","B1"
"procedure","B1"
"positive","B1"
"population","B1"
"advantage","B1"
"campaign","B1"
"guide","B1"
"target","B1"
"director","B1"
"increase","B1"
"demand","B1"
"visitor","B1"
"supply","B1"
"offer","B1"
"base","B1"
"release","B1"
"context","B1"
"announce","B1"
"inform","B1"
"specialist","B1"
"state","B1"
"confirm","B1"
"lack","B1"
"update","B1"
"advise","B1"
"active","B1"
"competition","B1"
"delivery","B1"
"program","B1"
"trade","B1"
"arrangement","B1"
"patient","B1"
"worker","B1"
"behaviour","B1"
"majority","B1"
"cause","B1"
"adult","B1"
"topic","B1"
"primary","B1"
"concept","B1"
"agreement","B1"
"previously","B1"
"scene","B1"
"medical","B1"
"opinion","B1"
"consist","B1"
"employ","B1"
"implement","B1"
"presentation","B1"
"fee","B1"
"payment","B1"
"force","B1"
"claim","B1"
"investment","B1"
"planning","B1"
"share","B1"
"act","B1"
"duty","B1"
"connect","B1"
"strength","B1"
"limit","B1"
"disease","B1"
"conduct","B1"
"scale","B1"
"vehicle","B1"
"etc","B1"
"volume","B1"
"possibility","B1"
"institution","B1"
"object","B1"
"academic","B1"
"instance","B1"
"engage","B1"
"code","B1"
"extensive","B1"
"date","B1"
"attack","B1"
"register","B1"
"order","B1"
"consultation","B1"
"transport","B1"
"enhance","B1"
"occasion","B1"
"confidence","B1"
"travel","B1"
"emerge","B1"
"priority","B1"
"tour","B1"
"influence","B1"
"accommodation","B1"
"cultural","B1"
"extent","B1"
"trial","B1"
"broad","B1"
"database","B1"
"presence","B1"
"regional","B1"
"charity","B1"
"amongst","B1"
"component","B1"
"monitor","B1"
"economy","B1"
"membership","B1"
"regularly","B1"
"related","B1"
"daily","B1"
"manner","B1"
"comment","B1"
"participate","B1"
"measure","B1"
"limit","B1"
"unable","B1"
"increasingly","B1"
"search","B1"
"awareness","B1"
"approach","B1"
"considerable","B1"
"species","B1"
"vital","B1"
"fear","B1"
"housing","B1"
"legislation","B1"
"sample","B1"
"provider","B1"
"crime","B1"
"framework","B1"
"average","B1"
"pupil","B1"
"formal","B1"
"nation","B1"
"editor","B1"
"suggestion","B1"
"senior","B1"
"corporate","B1"
"transfer","B1"
"vision","B1"
"creation","B1"
"conclude","B1"
"venue","B1"
"guest","B1"
"implementation","B1"
"edition","B1"
"summary","B1"
"grant","B1"
"attach","B1"
"print","B1"
"tradition","B1"
"consumer","B1"
"perspective","B1"
"rise","B1"
"expertise","B1"
"widely","B1"
"alongside","B1"
"achievement","B1"
"elsewhere","B1"
"decade","B1"
"acquire","B1"
"assistance","B1"
"creative","B1"
"winner","B1"
"learning","B1"
"accessible","B1"
"qualify","B1"
"tackle","B1"
"candidate","B1"
"comprise","B1"
"foreign","B1"
"scientific","B1"
"accompany","B1"
"maintenance","B1"
"battle","B1"
"grant","B1"
"largely","B1"
"rare","B1"
"total","B1"
"mobile","B1"
"prior","B1"
"danger","B1"
"present","B1"
"marketing","B1"
"mechanism","B1"
"appeal","B1"
"finding","B1"
"industrial","B1"
"familiar","B1"
"helpful","B1"
"contemporary","B1"
"participant","B1"
"copyright","B1"
"celebrate","B1"
"criterion","B1"
"panel","B1"
"organisational","B1"
"researcher","B1"
"successfully","B1"
"involvement","B1"
"freedom","B1"
"construct","B1"
"flight","B1"
"emphasis","B1"
"initially","B1"
"religious","B1"
"enquiry","B1"
"qualification","B1"
"distribute","B1"
"forum","B1"
"oppose","B1"
"conflict","B1"
"atmosphere","B1"
"convert","B1"
"print","B1"
"download","B1"
"literature","B1"
"multiple","B1"
"military","B1"
"evaluation","B1"
"efficient","B1"
"agenda","B1"
"supplier","B1"
"download","B1"
"satisfy","B1"
"innovative","B1"
"clinical","B1"
"expression","B1"
"flow","B1"
"strategic","B1"
"platform","B1"
"fourth","B1"
"specify","B1"
"recognition","B1"
"complaint","B1"
"youth","B1"
"incident","B1"
"reaction","B1"
"core","B1"
"maximum","B1"
"intention","B1"
"capture","B1"
"situate","B1"
"birth","B1"
"acknowledge","B1"
"succeed","B1"
"resolve","B1"
"significantly","B1"
"defence","B1"
"civil","B1"
"strongly","B1"
"accurate","B1"
"specialise","B1"
"mode","B1"
"facilitate","B1"
"landscape","B1"
"capable","B1"
"exclude","B1"
"estimate","B1"
"existence","B1"
"inspire","B1"
"subsequent","B1"
"pursue","B1"
"desire","B1"
"evaluate","B1"
"politics","B1"
"experiment","B1"
"climate","B1"
"restore","B1"
"graduate","B1"
"historic","B1"
"proud","B1"
"insight","B1"
"participation","B1"
"negative","B1"
"promotion","B1"
"invest","B1"
"competitive","B1"
"deny","B1"
"fundamental","B1"
"diverse","B1"
"minimum","B1"
"classic","B1"
"collaboration","B1"
"archive","B1"
"mission","B1"
"judgement","B1"
"resolution","B1"
"primarily","B1"
"interaction","B1"
"contrast","B1"
"impose","B1"
"journal","B1"
"pilot","B1"
"server","B1"
"hence","B1"
"establishment","B1"
"interpretation","B1"
"arrival","B1"
"Christianity","B1"
"chief","B1"
"Atlantic","B1"
"integrate","B1"
"availability","B1"
"discipline","B1"
"finance","B1"
"derive","B1"
"leadership","B1"
"Egypt","B1"
"Islamic","B1"
"entertainment","B1"
"operator","B1"
"Soviet","B1"
"sustainable","B1"
"justice","B1"
"launch","B1"
"heat","B1"
"seminar","B1"
"observation","B1"
"loan","B1"
"metal","B1"
"ordinary","B1"
"disabled","B1"
"noise","B1"
"coast","B1"
"mix","B1"
"surprise","B1"
"minister","B1"
"wave","B1"
"storage","B1"
"attack","B1"
"talent","B1"
"definitely","B1"
"severe","B1"
"wild","B1"
"beauty","B1"
"superb","B1"
"dedicate","B1"
"transform","B1"
"sequence","B1"
"command","B1"
"certificate","B1"
"parking","B1"
"remote","B1"
"fuel","B1"
"railway","B1"
"step","B1"
"bind","B1"
"Muslim","B1"
"religion","B1"
"Iran","B1"
"judge","B1"
"female","B1"
"soul","B1"
"climb","B1"
"cross","B1"
"coach","B1"
"pleasure","B1"
"switch","B1"
"Turkey","B1"
"confident","B1"
"prospect","B1"
"proceed","B1"
"favour","B1"
"guess","B1"
"fashion","B1"
"variation","B1"
"medicine","B1"
"deserve","B1"
"crisis","B1"
"illness","B1"
"Indian","B1"
"whereas","B1"
"vote","B1"
"reply","B1"
"roof","B1"
"cope","B1"
"museum","B1"
"army","B1"
"hardly","B1"
"sum","B1"
"labour","B1"
"calculate","B1"
"victory","B1"
"cancer","B1"
"citizen","B1"
"general","B1"
"mix","B1"
"thinking","B1"
"predict","B1"
"question","B1"
"painting","B1"
"reply","B1"
"relief","B1"
"designer","B1"
"constantly","B1"
"escape","B1"
"replacement","B1"
"nevertheless","B1"
"revise","B1"
"weapon","B1"
"district","B1"
"tough","B1"
"studio","B1"
"alter","B1"
"slowly","B1"
"taste","B1"
"border","B1"
"vote","B1"
"packed","B1"
"passenger","B1"
"advertising","B1"
"struggle","B1"
"hopefully","B1"
"mount","B1"
"yet","B1"
"opposition","B1"
"supporter","B1"
"farmer","B1"
"producer","B1"
"retire","B1"
"enemy","B1"
"locally","B1"
"defend","B1"
"metre","B1"
"statistics","B1"
"roll","B1"
"upper","B1"
"yard","B1"
"violence","B1"
"nurse","B1"
"overcome","B1"
"savings","B1"
"rating","B1"
"impression","B1"
"hearing","B1"
"German","B1"
"warning","B1"
"column","B1"
"reserve","B1"
"witness","B1"
"progress","B1"
"abroad","B1"
"perfectly","B1"
"directory","B1"
"label","B1"
"disappear","B1"
"exercise","B1"
"passage","B1"
"Israeli","B1"
"festival","B1"
"debt","B1"
"newsletter","B1"
"meanwhile","B1"
"acceptable","B1"
"sort","B1"
"monthly","B1"
"convince","B1"
"Olympic","B1"
"lift","B1"
"close","B1"
"Holland","B1"
"therapy","B1"
"naturally","B1"
"narrow","B1"
"quantity","B1"
"restriction","B1"
"crew","B1"
"cool","B1"
"score","B1"
"sensitive","B1"
"processing","B1"
"pace","B1"
"reliable","B1"
"dress","B1"
"occasionally","B1"
"Scot","B1"
"click","B1"
"mail","B1"
"reception","B1"
"Sweden","B1"
"repair","B1"
"weak","B1"
"northern","B1"
"shape","B1"
"stand","B1"
"trust","B1"
"signal","B1"
"Netherlands","B1"
"poverty","B1"
"translate","B1"
"temporary","B1"
"wheel","B1"
"fine","B1"
"male","B1"
"justify","B1"
"camp","B1"
"philosophy","B1"
"circle","B1"
"judge","B1"
"touch","B1"
"virtually","B1"
"Hong Kong","B1"
"proceedings","B1"
"Brazil","B1"
"fight","B1"
"conventional","B1"
"Mexico","B1"
"drop","B1"
"marriage","B1"
"draft","B1"
"insist","B1"
"personally","B1"
"recall","B1"
"row","B1"
"leisure","B1"
"interpret","B1"
"separate","B1"
"in","B1"
"string","B1"
"till","B1"
"jump","B1"
"booking","B1"
"comfort","B1"
"rarely","B1"
"struggle","B1"
"quote","B1"
"left","B1"
"track","B1"
"herself","B1"
"actor","B1"
"ride","B1"
"Dutch","B1"
"airport","B1"
"being","B1"
"partly","B1"
"damage","B1"
"afterwards","B1"
"heavily","B1"
"sky","B1"
"chairman","B1"
"curriculum","B1"
"emotional","B1"
"billion","B1"
"countryside","B1"
"withdraw","B1"
"genuine","B1"
"perception","B1"
"minority","B1"
"leaflet","B1"
"allocate","B1"
"layer","B1"
"pure","B1"
"query","B1"
"abandon","B1"
"dramatic","B1"
"pension","B1"
"proof","B1"
"aside","B1"
"tiny","B1"
"enormous","B1"
"complain","B1"
"script","B1"
"empty","B1"
"odd","B1"
"negotiate","B1"
"factory","B1"
"ride","B1"
"zone","B1"
"assure","B1"
"reserve","B1"
"trace","B1"
"rail","B1"
"symptom","B1"
"plot","B1"
"gate","B1"
"exclusive","B1"
"remarkable","B1"
"sharp","B1"
"welfare","B1"
"retail","B1"
"valid","B1"
"schedule","B1"
"sentence","B1"
"architecture","B1"
"matter","B1"
"moral","B1"
"profession","B1"
"recruit","B1"
"criticism","B1"
"soil","B1"
"continuous","B1"
"Afghanistan","B2"
"everyday","B1"
"soldier","B1"
"Caribbean","B1"
0,"B1"
"phrase","B1"
"surgery","B1"
"steal","B1"
"reflection","B1"
"laboratory","B1"
"criminal","B1"
"dependent","B1"
"inspection","B1"
"king","B1"
"prison","B1"
"folk","B1"
"grade","B1"
"imply","B1"
"forest","B1"
"unknown","B1"
"shift","B1"
"block","B1"
"measurement","B1"
"executive","B1"
"rest","B1"
"adventure","B1"
"enough","B1"
"paint","B1"
"concert","B1"
"wing","B1"
"copy","B1"
"tale","B1"
"spiritual","B1"
"steel","B1"
"absolute","B1"
"tape","B1"
"Pacific","B1"
"fascinating","B1"
"neighbour","B1"
"motion","B1"
"mixture","B1"
"fellow","B1"
"promise","B1"
"celebration","B1"
"informal","B1"
"worth","B1"
"classroom","B1"
"percentage","B1"
"compile","B1"
"Pakistan","B1"
"maker","B1"
"educate","B1"
"hit","B1"
"settlement","B1"
"gradually","B1"
"motor","B1"
"extreme","B1"
"research","B1"
"catalogue","B1"
"Greece","B1"
"vulnerable","B1"
"publisher","B1"
"president","B1"
"drama","B1"
"attendance","B1"
"emphasise","B1"
"penalty","B1"
"tourist","B1"
"trading","B1"
"symbol","B1"
"model","B1"
"custom","B1"
"Allah","B1"
"bone","B1"
"indication","B1"
"enthusiasm","B1"
"gold","B1"
"wherever","B1"
"ultimate","B1"
"abuse","B1"
"mixed","B1"
"possess","B1"
"Canadian","B1"
"inch","B1"
"Belgium","B1"
"south","B1"
"luck","B1"
"frequency","B1"
"lock","B1"
"drawing","B1"
"persuade","B1"
"intellectual","B1"
"stretch","B1"
"gun","B1"
"lecture","B1"
"offence","B1"
"diet","B1"
"adjust","B1"
"concentration","B1"
"discount","B1"
"era","B1"
"tone","B1"
"hire","B1"
"favourite","B1"
"offering","B1"
"possession","B1"
"southern","B1"
"paragraph","B1"
"disaster","B1"
"thin","B1"
"rule","B1"
"exact","B1"
"standing","B1"
"sexual","B1"
"owe","B1"
"western","B1"
"angle","B1"
"advertise","B1"
"prayer","B1"
"transaction","B1"
"registered","B1"
"journalist","B1"
"bury","B1"
"fit","B1"
"log","B1"
"kit","B1"
"spectacular","B1"
"parish","B1"
"substance","B1"
"tie","B1"
"basically","B1"
"inner","B1"
"seed","B1"
"autumn","B1"
"essay","B1"
"grass","B1"
"overlook","B1"
"infection","B1"
"crop","B1"
"Poland","B1"
"electric","B1"
"joy","B1"
"secretary","B1"
"lecture","B1"
"passion","B1"
"planet","B1"
"double","B1"
"intelligence","B1"
"plane","B1"
"regardless","B1"
"net","B1"
"poster","B1"
"chat","B1"
"fishing","B1"
"lawyer","B1"
"pitch","B1"
"recognize","B1"
"revolution","B1"
"holder","B1"
"past","B1"
"Russian","B1"
"league","B1"
"Norway","B1"
"Switzerland","B1"
"ad","B1"
"lifestyle","B1"
"shoulder","B1"
"alcohol","B1"
"secret","B1"
"illegal","B1"
"slight","B1"
"manufacturing","B1"
"surprised","B1"
"guitar","B1"
"Mediterranean","B1"
"deeply","B1"
"indicator","B1"
"musician","B1"
"load","B1"
"pleasant","B1"
"home","B1"
"manual","B1"
"episode","B1"
"cable","B1"
"north","B1"
"iron","B1"
"estimate","B1"
"dozen","B1"
"suite","B1"
"split","B1"
"thoroughly","B1"
"removal","B1"
"honour","B1"
"personality","B1"
"suit","B1"
"beer","B1"
"chart","B1"
"Jordan","B1"
"politician","B1"
"prime","B2"
"furniture","B1"
"announcement","B1"
"habit","B1"
"patient","B1"
"aid","B1"
"smooth","B1"
"Turkish","B1"
"reasonably","B1"
"stable","B1"
"Taiwan","B1"
"secret","B1"
"firstly","B1"
"decent","B1"
"peak","B1"
"badly","B1"
"occasional","B1"
"hardware","B1"
"convenient","B1"
"scan","B1"
"Spanish","B1"
"fire","B1"
"tune","B1"
"tight","B1"
"occupation","B1"
"cease","B1"
"grateful","B1"
"spot","B1"
"tutor","B1"
"wish","B1"
"hero","B1"
"preference","B1"
"wooden","B1"
"whenever","B1"
"associate","B1"
"layout","B1"
"schedule","B1"
"Palestinian","B1"
"somehow","B1"
"salary","B1"
"wildlife","B1"
"portion","B1"
"valley","B1"
"vessel","B1"
"receipt","B1"
"clothing","B1"
"illustration","B1"
"sound","B1"
"automatic","B1"
"circuit","B1"
"light","B1"
"shock","B1"
"waste","B1"
"extended","B1"
"cancel","B1"
"advance","B1"
"house","B1"
"tower","B1"
"Euro","B1"
"assembly","B1"
"slip","B1"
"Denmark","B1"
"classical","B1"
"audio","B1"
"cheque","B1"
"tube","B1"
"surprising","B1"
"aircraft","B1"
"confusion","B1"
"mouse","B1"
"contractor","B1"
"imagination","B1"
"realistic","B1"
"satisfaction","B1"
"hell","B1"
"territory","B1"
"cinema","B1"
"boss","B1"
"win","B1"
"electricity","B1"
"strike","B1"
"resort","B1"
"tank","B1"
"muscle","B1"
"sand","B1"
"consumption","B1"
"nuclear","B1"
"craft","B1"
"impressed","B2"
"net","B1"
"murder","B1"
"spending","B1"
"shake","B1"
"register","B1"
"delegate","B1"
"maximum","B1"
"tension","B1"
"poem","B1"
"blind","B1"
"knock","B1"
"lake","B1"
"highlight","B1"
"blame","B1"
"sophisticated","B1"
"accuse","B1"
"flag","B1"
"content","B1"
"extraordinary","B1"
"cater","B2"
"grand","B1"
"ill","B1"
"mystery","B1"
"electrical","B1"
"doubt","B1"
"opposite","B1"
"rough","B1"
"weakness","B1"
"poetry","B1"
"bother","B1"
"interval","B1"
"independence","B1"
"spread","B1"
"interview","B1"
"consequently","B1"
"comedy","B1"
"anniversary","B1"
"lighting","B1"
"questionnaire","B1"
"usage","B1"
"ought","B1"
"Chinese","B1"
"wages","B1"
"heaven","B1"
"safely","B1"
"elderly","B1"
"literally","B1"
"land","B1"
"expenditure","B1"
"deposit","B1"
"confuse","B1"
"diary","B1"
"championship","B1"
"troop","B1"
"plain","B1"
"pray","B1"
"mood","B1"
"secondly","B1"
"battery","B1"
"specially","B1"
"distinctive","B1"
"acre","B1"
"shift","B1"
"agricultural","B1"
"relative","B1"
"precise","B1"
"burden","B1"
"delay","B1"
"gender","B1"
"lecturer","B1"
"considerably","B1"
"critic","B1"
"resist","B1"
"eastern","B1"
"engagement","B1"
"retirement","B1"
"alike","B1"
"finish","B1"
"reward","B1"
"accordingly","B1"
"equivalent","B1"
"mate","B1"
"strict","B1"
"mere","B1"
"correct","B1"
"motivate","B1"
"councillor","B1"
"universal","B1"
"rent","B1"
"ingredient","B1"
"borrow","B1"
"champion","B1"
"singer","B1"
"precisely","B1"
"survival","B1"
"roll","B1"
"heating","B1"
"realize","B1"
"pour","B1"
"pot","B1"
"fifth","B1"
"shame","B1"
"pop","B1"
"rush","B1"
"dig","B1"
"sudden","B1"
"bottom","B1"
"lend","B1"
"square","B1"
"brick","B1"
"joke","B1"
"excuse","B1"
"spare","B1"
"coal","B1"
"disappointed","B1"
"plastic","B1"
"bell","B1"
"shelf","B1"
"shower","B1"
"chest","B1"
"sixth","B1"
"lad","B1"
"bin","B1"
"belt","B1"
"red","B1"
"garage","B1"
"blue","B1"
"stick","B1"
"advert","B1"
"cooking","B1"
"chase","B1"
"tail","B1"
"fence","B1"
"park","B1"
"pregnant","B1"
"potato","B1"
"round","B1"
"tennis","B1"
"pretty","B1"
"upset","B1"
"smoke","B1"
"bend","B1"
"laugh","B1"
"pig","B1"
"scream","B1"
"pretend","B1"
"cow","B1"
"rid","B1"
"knife","B1"
"tonight","B1"
"petrol","B1"
"lip","B1"
"motorway","B1"
"underneath","B1"
"nut","B1"
"basket","B1"
"bowl","B1"
"stomach","B1"
"jacket","B1"
"carpet","B1"
"ok","B1"
"phone","B1"
"weird","B1"
"silly","B1"
"nasty","B1"
"juice","B1"
"mess","B1"
"excited","B1"
"cousin","B1"
"smell","B1"
"oven","B1"
"apple","B1"
"white","B1"
"okay","B1"
"impress","B1"
"ladder","B1"
"cigarette","B1"
"rubber","B1"
"smell","B1"
"boring","B1"
"duck","B1"
"sandwich","B1"
"litre","B1"
"throat","B1"
"hungry","B1"
"rugby","B1"
"hi","B1"
"rubbish","B1"
"cold","B1"
"bean","B1"
"stamp","B1"
"curtain","B1"
"hey","B1"
"packet","B1"
"useless","B1"
"tablet","B1"
"queue","B1"
"fat","B1"
"rice","B1"
"bored","B1"
"rabbit","B1"
"accent","B1"
"seventh","B1"
"annoying","B1"
"scared","B1"
"lately","B1"
"fucking","B1"
"quid","B1"
"bloke","B1"
"shit","B1"
"fuck","B1"
"telly","B1"
"chap","B1"
"caravan","B1"
"chuck","B1"
"bastard","B1"
"pudding","B1"
"microphone","B1"
"bugger","B1"
"disgusting","B1"
"wow","B1"
"jumper","B1"
"drawer","B1"
"east","B1"
"naughty","B1"
"minus","B1"
"fetch","B1"
"bang","B1"
"stuck","B1"
"Coke","B1"
"bum","B1"
"freezer","B1"
"rude","B1"
"daft","B1"
"fed","B1"
"moan","B1"
"cleaner","B1"
"skirt","B1"
"cooker","B1"
"kettle","B1"
"spoon","B1"
"cheeky","B1"
"whisky","B1"
"strawberry","B1"
"spider","B1"
"doll","B1"
"posh","B1"
"shove","C1"
"wardrobe","B1"
"T-shirt","B1"
"flu","B1"
"tights","B1"
"fog","B1"
"wool","B1"
"disco","B1"
"mushroom","B1"
"knickers","B1"
"settee","B1"
"spill","B1"
"cough","B1"
"honey","B1"
"yoghurt","B1"
"slap","B1"
"dreadful","B2"
"cheek","B1"
"lick","B1"
"rose","B1"
"lemon","B1"
"chew","B1"
"tidy","B1"
"idiot","B1"
"jar","B1"
"mat","B1"
"stink","B1"
"heater","B1"
"shave","B1"
"broken","B1"
"fork","B1"
"freezing","B1"
"steak","B1"
"sore","B1"
"rotten","B1"
"dentist","B1"
"radiator","B1"
"frightened","B1"
"pork","B1"
"boyfriend","B1"
"tidy","B1"
"sticky","B1"
"filthy","B1"
"hairdresser","B1"
"aunty","B1"
"mug","B1"
"gum","B1"
"embarrassing","B1"
"frighten","B1"
"loaf","B1"
"annoyed","B1"
"grandpa","B1"
"hooray","B2"
"frost","B1"
"embarrassed","B1"
"butcher","B1"
"supper","B1"
"miserable","B1"
"shorts","B1"
"parcel","B1"
"cough","B1"
"west","B1"
"trainers","B1"
"eighth","B1"
"ninth","B1"
"tenth","B1"
"fulfil","B2"
"connection","B2"
"commercial","B2"
"attempt","B2"
"owner","B2"
"selection","B2"
"physical","B2"
"standard","B2"
"agency","B2"
"overall","B2"
"respond","B2"
"audience","B2"
"review","B2"
"initial","B2"
"expert","B2"
"assess","B2"
"commitment","B2"
"fund","B2"
"request","B2"
"fund","B2"
"vary","B2"
"commit","B2"
"subject","B2"
"complex","B2"
"supply","B2"
"theory","B2"
"release","B2"
"surround","B2"
"access","B2"
"artist","B2"
"issue","B2"
"adopt","B2"
"benefit","B2"
"display","B2"
"generation","B2"
"entire","B2"
"powerful","B2"
"display","B2"
"attract","B2"
"package","B2"
"category","B2"
"conclusion","B2"
"attempt","B2"
"combination","B2"
"relatively","B2"
"advance","B2"
"limited","B2"
"request","B2"
"direct","B2"
"professional","B2"
"alternative","B2"
"influence","B2"
"lead","B2"
"exhibition","B2"
"welcome","B2"
"official","B2"
"transfer","B2"
"range","B2"
"alternative","B2"
"prior","B2"
"button","B2"
"update","B2"
"official","B2"
"demand","B2"
"delight","B2"
"regard","B2"
"process","B2"
"target","B2"
"capability","C1"
"constant","B2"
"merely","B2"
"shortly","B2"
"reject","B2"
"household","B2"
"asset","B2"
"wealth","B2"
"coverage","B2"
"novel","B2"
"consistent","B2"
"characteristic","B2"
"analyse","B2"
"relative","B2"
"efficiency","B2"
"minor","B2"
"restrict","B2"
"modify","B2"
"pm","B2"
"commission","B2"
"mass","B2"
"completion","B2"
"testing","B2"
"musical","B2"
"occupy","B2"
"turkey","B2"
"greatly","B2"
"average","B2"
"stream","B2"
"diversity","B2"
"ultimately","B2"
"typically","B2"
"gallery","B2"
"interface","B2"
"apparent","B2"
"infrastructure","B2"
"lack","B2"
"latter","B2"
"urban","B2"
"barrier","B2"
"newly","B2"
"stress","B2"
"subsequently","B2"
"visible","B2"
"interactive","B2"
"specification","B2"
"applicant","B2"
"potentially","B2"
"equip","B2"
"reform","B2"
"exceed","B2"
"port","B2"
"strengthen","B2"
"revenue","B2"
"innovation","B2"
"approval","B2"
"alternatively","B2"
"practitioner","B2"
"formation","B2"
"inclusion","B2"
"sponsor","B2"
"file","B2"
"engineer","B2"
"adequate","B2"
"regime","B2"
"delay","B2"
"weekly","B2"
"domain","B2"
"intervention","B2"
"chemical","B2"
"expansion","B2"
"dimension","B2"
"urge","B2"
"rapid","B2"
"flexibility","B2"
"similarly","B2"
"statutory","B2"
"enterprise","B2"
"appeal","B2"
"perceive","B2"
"destination","B2"
"encounter","B2"
"dominate","B2"
"residential","B2"
"admission","B2"
"attraction","B2"
"centre","B2"
"undergraduate","B2"
"monitoring","B2"
"comply","B2"
"dynamic","B2"
"obligation","B2"
"principal","B2"
"pose","B2"
"equivalent","B2"
"demonstration","B2"
"account","B2"
"evolve","B2"
"minimum","B2"
"underlie","B2"
"commission","B2"
"browser","B2"
"recovery","B2"
"developer","B2"
"dedicated","B2"
"govern","B2"
"constitute","B2"
"effectiveness","B2"
"flow","B2"
"stress","B2"
"integrated","B2"
"actively","B2"
"significance","B2"
"utilise","B2"
"overview","B2"
"fear","B2"
"recruitment","B2"
"commonly","B2"
"suspect","B2"
"exposure","B2"
"cast","B2"
"operational","B2"
"conjunction","B2"
"accommodate","B2"
"conservation","B2"
"info","B2"
"discovery","B2"
"resistance","B2"
"accordance","B2"
"identification","B2"
"essentially","B2"
"ownership","B2"
"sustain","B2"
"detect","B2"
"integration","B2"
"submission","B2"
"respect","B2"
"commence","B2"
"donation","B2"
"extract","B2"
"bid","B2"
"nearby","B2"
"negotiation","B2"
"forthcoming","B2"
"eliminate","B2"
"distinct","B2"
"dialogue","B2"
"sadly","B2"
"translation","B2"
"stunning","B2"
"ethnic","B2"
"assumption","B2"
"undergo","B2"
"respectively","B2"
"devote","B2"
"correctly","B2"
"liability","B2"
"formerly","B2"
"dispute","B2"
"Greek","B2"
"human","B2"
"administrative","B2"
"notion","B2"
"documentation","B2"
"distinguish","B2"
"heritage","B2"
"desire","B2"
"anticipate","B2"
"cite","B2"
"continued","B2"
"transition","B2"
"destruction","B2"
"virtual","B2"
"phenomenon","B2"
"personnel","B2"
"ceremony","B2"
"frequent","B2"
"enjoyable","B2"
"toward","B2"
"furthermore","B2"
"composition","B2"
"overseas","B2"
"listing","B2"
"portfolio","B2"
"assign","B2"
"disorder","B2"
"parameter","B2"
"reproduce","B2"
"conversion","B2"
"radical","B2"
"widespread","B2"
"decline","B2"
"acquisition","B2"
"organic","B2"
"placement","B2"
"designate","B2"
"eg","B2"
"experimental","B2"
"importantly","B2"
"exploit","B2"
"venture","B2"
"default","B2"
"stimulate","B2"
"consent","B2"
"native","B2"
"await","B2"
"decline","B2"
"limitation","B2"
"complement","B2"
"duration","B2"
"complexity","B2"
"reinforce","B2"
"exceptional","B2"
"cast","B2"
"embrace","B2"
"et","B2"
"theoretical","B2"
"eligible","B2"
"evolution","B2"
"initiate","B2"
"accuracy","B2"
"preferred","B2"
"distinction","B2"
"methodology","B2"
"array","B2"
"inspiration","B2"
"minimise","B2"
"mass","B2"
"excellence","B2"
"administer","B2"
"compose","B2"
"deadline","B2"
"render","B2"
"adjacent","B2"
"graphics","B2"
"thereby","B2"
"democracy","B2"
"notify","B2"
"debut","B2"
"founder","B2"
"prevention","B2"
"donate","B2"
"magnificent","B2"
"convention","B2"
"Arab","B2"
"amend","B2"
"departure","B2"
"subscription","B2"
"moreover","B2"
"Portugal","B2"
"postgraduate","B2"
"compliance","B2"
"Austria","B2"
"adviser","B2"
